ORF,Ribo_Prints,RNA_Prints,length
NM_133174,52,20,2131
NM_133177,335,239,5604
NM_133178,346,264,5592
NM_133180,33,6,2585
NM_133181,3,0,2318
NM_133259,879,285,6619
NM_133261,18,21,4317
NM_133263,109,35,10627
NM_133264,183,44,5525
NM_133265,1619,629,6514
NM_133266,5,3,8872
NM_133267,30,0,1212
NM_133269,1,3,2552
NM_133271,8,4,2330
NM_133272,6,3,2582
NM_133273,7,2,2294
NM_133274,6,3,2508
NM_133277,4,0,2291
NM_133278,3,4,2516
NM_133325,174,40,1667
NM_133328,51,14,2025
NM_133329,56,4,3824
NM_133330,255,138,7886
NM_133331,247,133,7706
NM_133334,29,33,8390
NM_133335,251,116,7535
NM_133337,12,0,6804
NM_133338,7,1,3060
NM_133339,2,4,2617
NM_133340,5,5,2650
NM_133341,5,7,2576
NM_133342,4,4,3037
NM_133343,4,6,3004
NM_133344,7,3,2819
NM_133367,115,50,4738
NM_133368,13,27,3554
NM_133369,36,0,3733
NM_133370,360,77,6195
NM_133372,97,29,6614
NM_133373,139,89,3468
NM_133374,93,36,9113
NM_133375,64,39,3685
NM_133376,264,145,3785
NM_133378,1,0,101518
NM_133432,4,1,82402
NM_133433,138,55,9841
NM_133436,380,55,2334
NM_133439,48,10,1304
NM_133443,351,194,3982
NM_133444,71,50,3954
NM_133445,4,0,7771
NM_133446,11,8,2441
NM_133447,19,5,3155
NM_133448,1,0,5777
NM_133450,45,43,2664
NM_133452,1084,40,3592
NM_133454,30,4,5941
NM_133455,34,20,2112
NM_133456,57,47,3369
NM_133457,31,9,3026
NM_133458,5,2,4641
NM_133459,85,31,6260
NM_133462,56,28,3033
NM_133464,24,14,3729
NM_133465,72,27,7568
NM_133467,66,15,1291
NM_133468,9,2,5031
NM_133471,22,13,4599
NM_133473,21,34,3846
NM_133474,38,17,4692
NM_133475,1116,3,4026
NM_133476,146,55,3131
NM_133477,10,3,7295
NM_133478,7,2,6348
NM_133480,211,113,2829
NM_133484,3,0,671
NM_133486,11,9,11464
NM_133487,74,33,2302
NM_133489,2,0,2409
NM_133491,110,56,963
NM_133493,33,29,9153
NM_133494,79,72,4132
NM_133496,174,20,8214
NM_133499,7,0,3172
NM_133502,79,13,2879
NM_133509,16,10,2650
NM_133510,22,2,1559
NM_133625,30,5,3345
NM_133629,16,43,2068
NM_133631,401,156,7494
NM_133635,99,38,2869
NM_133636,6,1,3606
NM_133637,4,0,2634
NM_133638,3,9,5089
NM_133639,34,13,1705
NM_133640,50,56,1480
NM_133642,36,21,4138
NM_133644,547,190,2698
NM_133645,102,26,2999
NM_133646,49,30,7183
NM_133647,28,12,7502
NM_134258,1,0,2376
NM_134259,1,0,2312
NM_134260,8,5,10998
NM_134261,22,16,10828
NM_134262,27,12,10669
NM_134263,66,33,2640
NM_134265,143,70,2394
NM_134268,1,1,2166
NM_134269,92,13,3318
NM_134270,89,5,3222
NM_134323,161,87,1872
NM_134324,147,72,1447
NM_134421,87,11,1904
NM_134424,13,34,3051
NM_134426,48,26,2586
NM_134428,17,9,9325
NM_134431,25,11,7682
NM_134433,24,24,4037
NM_134440,247,73,1369
NM_134441,10,0,821
NM_134442,65,51,9779
NM_134444,6,0,3674
NM_134445,191,140,3499
NM_134446,204,111,3568
NM_134470,5,1,2094
NM_138270,87,44,11106
NM_138272,6,0,2400
NM_138273,1,1,2328
NM_138274,2,3,2287
NM_138275,1,2,2268
NM_138277,1,0,2544
NM_138278,13,3,2160
NM_138281,16,19,2010
NM_138282,1,1,1449
NM_138284,4,1,1861
NM_138285,39,34,1637
NM_138286,6,21,6497
NM_138287,6,16,5767
NM_138288,141,56,2534
NM_138290,32,10,4101
NM_138295,8,1,9075
NM_138296,1,0,1082
NM_138297,2,0,3943
NM_138300,280,210,3180
NM_138316,26,24,6021
NM_138317,1,0,7510
NM_138319,75,80,4513
NM_138322,23,17,2300
NM_138323,19,16,3206
NM_138324,24,10,3252
NM_138325,20,36,2341
NM_138328,24,10,4661
NM_138329,2,0,2763
NM_138330,9,8,2209
NM_138331,1,0,634
NM_138333,63,36,3646
NM_138334,64,39,845
NM_138335,12,10,2313
NM_138336,150,37,759
NM_138338,100,133,4178
NM_138340,89,11,2064
NM_138341,4,5,1539
NM_138342,77,77,3155
NM_138343,13,1,1308
NM_138345,10,2,4020
NM_138346,285,175,2823
NM_138347,9,13,3721
NM_138348,121,66,7896
NM_138349,263,93,1453
NM_138350,60,3,2095
NM_138352,328,42,1299
NM_138353,270,40,2258
NM_138355,157,58,1567
NM_138356,3,4,2500
NM_138357,62,64,2949
NM_138358,229,72,1396
NM_138360,12,7,4600
NM_138361,126,17,3405
NM_138362,5,6,1064
NM_138363,70,25,2689
NM_138364,28,12,3528
NM_138367,27,13,3007
NM_138368,192,125,6595
NM_138369,265,152,1934
NM_138370,104,73,2501
NM_138371,2,0,2331
NM_138373,37,2,3072
NM_138374,9,11,4311
NM_138375,18,42,4288
NM_138376,97,55,1865
NM_138378,26,5,3066
NM_138381,68,27,3968
NM_138383,377,82,4977
NM_138384,253,132,1614
NM_138385,301,185,2677
NM_138386,264,44,1905
NM_138387,466,151,1578
NM_138389,15,21,4138
NM_138390,1,2,3371
NM_138391,249,226,2220
NM_138392,299,173,2365
NM_138393,93,56,1373
NM_138394,221,46,3035
NM_138395,163,81,3087
NM_138396,157,79,2985
NM_138399,24,19,2379
NM_138400,127,49,6077
NM_138401,165,82,1457
NM_138402,2,3,2668
NM_138403,3,1,1009
NM_138408,100,56,950
NM_138409,18,4,2213
NM_138410,147,60,1351
NM_138411,13,4,1228
NM_138412,60,23,2023
NM_138413,19,12,2482
NM_138414,58,10,1151
NM_138415,45,8,3670
NM_138417,111,42,1696
NM_138418,66,37,910
NM_138419,30,22,1505
NM_138420,77,18,18317
NM_138421,168,44,1531
NM_138422,92,21,1626
NM_138423,135,50,3985
NM_138424,4,0,2003
NM_138425,82,48,767
NM_138426,109,36,4793
NM_138428,73,69,5761
NM_138430,7,4,2034
NM_138431,181,82,1601
NM_138432,19,13,1418
NM_138433,1,0,2991
NM_138434,36,4,2874
NM_138436,21,20,848
NM_138437,14,12,3720
NM_138439,282,63,1027
NM_138440,15,2,2806
NM_138442,462,99,1049
NM_138443,78,38,1125
NM_138444,1037,304,6237
NM_138445,1,1,1987
NM_138446,186,67,755
NM_138447,159,133,3554
NM_138448,9,2,1222
NM_138450,9,7,3760
NM_138451,3,5,1369
NM_138452,81,8,1472
NM_138453,9,6,1009
NM_138457,191,40,5910
NM_138458,49,23,2280
NM_138459,251,147,4807
NM_138462,282,85,1370
NM_138463,101,46,1021
NM_138465,86,23,1343
NM_138466,14,6,1931
NM_138467,51,28,3432
NM_138468,56,42,8333
NM_138469,74,18,3468
NM_138471,296,124,2038
NM_138473,477,252,7657
NM_138476,40,15,733
NM_138477,94,32,4730
NM_138481,1,0,2533
NM_138484,1,6,1573
NM_138485,110,38,1258
NM_138492,35,21,5047
NM_138493,103,82,620
NM_138494,35,26,4738
NM_138495,16,4,5423
NM_138496,64,31,1670
NM_138499,79,19,2612
NM_138501,1386,279,1166
NM_138551,19,3,2411
NM_138554,1,0,5661
NM_138555,138,40,3723
NM_138558,218,171,2659
NM_138559,17,5,2358
NM_138565,330,199,3170
NM_138570,384,187,3105
NM_138571,144,21,3379
NM_138572,114,100,4323
NM_138573,2,1,2181
NM_138574,1,6,1073
NM_138575,265,110,1194
NM_138576,32,8,8043
NM_138578,33,54,2559
NM_138609,514,151,1915
NM_138610,561,116,1924
NM_138612,11,0,1191
NM_138615,656,325,4087
NM_138617,4,0,1223
NM_138618,4,0,1484
NM_138619,89,45,3919
NM_138620,52,34,2408
NM_138621,7,0,5099
NM_138622,20,1,5224
NM_138623,1,0,5044
NM_138624,3,2,5132
NM_138627,2,2,4725
NM_138632,82,44,1729
NM_138635,251,208,3755
NM_138637,155,79,4101
NM_138638,152,85,3267
NM_138639,144,64,1855
NM_138643,10,0,1188
NM_138644,22,0,1284
NM_138689,777,371,987
NM_138690,3,1,3254
NM_138691,8,4,3201
NM_138693,8,4,1479
NM_138694,1,0,16235
NM_138701,355,55,941
NM_138702,3,0,1932
NM_138703,1,0,2257
NM_138704,116,55,1668
NM_138705,1,0,1101
NM_138706,2,5,2546
NM_138709,81,49,3722
NM_138711,44,33,1919
NM_138712,35,30,1892
NM_138713,28,21,13301
NM_138714,33,34,13363
NM_138715,4,0,3761
NM_138716,3,0,3572
NM_138717,71,34,1833
NM_138720,9532,1214,813
NM_138727,39,14,4476
NM_138728,69,16,4434
NM_138729,41,13,2094
NM_138730,118,57,880
NM_138731,13,11,6120
NM_138732,11,5,6413
NM_138733,21,0,1690
NM_138734,14,3,3535
NM_138735,1,0,5575
NM_138736,24,2,6211
NM_138740,242,307,1748
NM_138761,48,37,810
NM_138763,70,14,663
NM_138764,44,27,771
NM_138766,13,15,5130
NM_138769,423,149,2542
NM_138770,27,17,1542
NM_138771,20,13,2473
NM_138773,64,21,4762
NM_138774,254,118,1809
NM_138775,15,7,4067
NM_138777,104,31,1999
NM_138778,131,94,1849
NM_138779,58,33,1397
NM_138780,3,16,4726
NM_138782,55,16,4981
NM_138783,36,16,2240
NM_138785,113,34,1109
NM_138786,1,0,3852
NM_138787,17,1,894
NM_138788,1,3,2207
NM_138790,1,0,1968
NM_138792,45,4,2188
NM_138793,162,181,3535
NM_138794,17,5,1911
NM_138795,121,73,1795
NM_138796,5,1,2275
NM_138797,129,70,2099
NM_138798,48,8,910
NM_138799,100,26,3804
NM_138801,107,56,2483
NM_138802,74,43,1323
NM_138807,81,6,1297
NM_138809,125,56,4047
NM_138811,12,2,3609
NM_138813,12,0,5095
NM_138819,11,0,1365
NM_138820,521,238,611
NM_138821,14,17,5013
NM_138822,19,34,5076
NM_138923,7,33,7654
NM_138924,202,94,1769
NM_138927,1119,151,8426
NM_138930,60,17,1964
NM_138957,269,38,1497
NM_138959,96,33,8691
NM_138961,5,2,1869
NM_138962,310,84,1581
NM_138967,60,77,3407
NM_138970,45,9,8578
NM_138971,27,12,5715
NM_138972,31,5,5772
NM_138973,28,14,5640
NM_138980,4,4,4213
NM_138981,4,0,3511
NM_138982,4,4,4186
NM_138983,8,6,2279
NM_138991,46,79,8780
NM_138992,66,78,8761
NM_139012,176,94,4353
NM_139013,118,30,1431
NM_139014,186,119,4274
NM_139015,190,24,4129
NM_139021,35,2,1888
NM_139025,69,14,4951
NM_139026,16,7,4690
NM_139027,40,21,4783
NM_139029,532,324,1545
NM_139030,516,395,1487
NM_139032,154,9,2747
NM_139033,107,24,3150
NM_139034,129,15,2851
NM_139045,67,41,5825
NM_139046,23,16,5668
NM_139048,274,90,4514
NM_139049,43,45,5663
NM_139053,5,1,2321
NM_139055,38,17,5676
NM_139056,8,0,4974
NM_139057,40,13,6331
NM_139058,3,0,2874
NM_139062,753,125,3769
NM_139067,282,124,5336
NM_139068,119,61,4340
NM_139069,134,90,4340
NM_139070,145,80,4335
NM_139071,306,212,3306
NM_139075,87,32,5026
NM_139076,18,19,2823
NM_139078,102,99,2291
NM_139118,10,16,2662
NM_139119,14,21,2735
NM_139121,11,46,2688
NM_139126,162,17,2534
NM_139131,172,109,3898
NM_139132,419,212,6751
NM_139135,570,20,7934
NM_139156,323,22,3756
NM_139157,19,11,3012
NM_139158,3,0,3587
NM_139159,314,50,4269
NM_139160,40,6,1994
NM_139161,6,4,1106
NM_139162,65,56,2593
NM_139164,7,3,4692
NM_139168,115,66,6935
NM_139169,128,83,3412
NM_139170,3,1,2706
NM_139177,90,31,2761
NM_139178,71,36,1569
NM_139179,113,56,2910
NM_139199,59,33,4067
NM_139201,11,1,2342
NM_139202,3,2,3599
NM_139207,563,359,4035
NM_139208,2,0,732
NM_139211,5,0,1145
NM_139212,15,5,1418
NM_139215,518,42,2191
NM_139235,131,51,3512
NM_139239,38,8,1834
NM_139241,2,0,8359
NM_139242,69,38,2746
NM_139244,43,23,9244
NM_139245,47,18,3056
NM_139246,66,59,4428
NM_139248,3,0,2474
NM_139265,198,96,2893
NM_139266,180,54,2798
NM_139273,316,151,2531
NM_139276,232,77,4973
NM_139278,7,1,3266
NM_139279,224,52,4186
NM_139280,139,58,2139
NM_139281,211,67,6592
NM_139283,73,51,3748
NM_139284,2,0,2888
NM_139285,3,0,3014
NM_139286,32,29,870
NM_139289,1,0,2845
NM_139312,397,148,4398
NM_139315,205,18,2464
NM_139316,20,17,3300
NM_139320,56,60,2858
NM_139321,179,83,8655
NM_139322,161,77,3967
NM_139323,657,5413,3128
NM_139343,19,5,2669
NM_139344,21,5,2540
NM_139345,17,10,2408
NM_139346,16,16,2381
NM_139347,14,8,2444
NM_139348,16,4,2336
NM_139349,18,4,2315
NM_139350,9,2,2207
NM_139351,8,7,2117
NM_139352,28,18,1796
NM_139353,37,7,3704
NM_139354,92,77,1915
NM_139355,111,65,2138
NM_144488,4,2,4598
NM_144495,36,18,761
NM_144497,349,153,8230
NM_144498,68,62,4010
NM_144505,5,6,1148
NM_144507,5,0,456
NM_144508,80,34,7607
NM_144563,205,81,1834
NM_144564,212,107,1425
NM_144566,11,6,2892
NM_144567,20,18,4698
NM_144568,88,69,1827
NM_144569,10,17,3962
NM_144570,437,456,3683
NM_144571,49,28,8794
NM_144572,94,121,6067
NM_144573,7,0,3389
NM_144574,3,6,2432
NM_144575,1,0,2681
NM_144576,87,53,1654
NM_144578,1401,213,6469
NM_144579,59,33,4140
NM_144580,325,62,1622
NM_144581,58,21,1381
NM_144582,189,229,3367
NM_144583,9,0,3102
NM_144585,1,0,3211
NM_144586,10,1,2683
NM_144587,1,0,1848
NM_144588,33,8,3049
NM_144589,405,134,975
NM_144591,15,14,1638
NM_144593,2,1,1219
NM_144595,49,23,2310
NM_144596,11,5,2330
NM_144597,24,24,1700
NM_144598,41,29,1551
NM_144599,24,59,6565
NM_144600,6,7,2310
NM_144601,44,32,2110
NM_144602,1,0,1083
NM_144603,2,0,1618
NM_144604,324,79,3727
NM_144606,151,24,1741
NM_144607,57,45,3746
NM_144608,2,0,2054
NM_144609,84,43,2138
NM_144611,112,84,1998
NM_144613,12,3,1663
NM_144617,2,1,1460
NM_144618,22,14,1953
NM_144622,2,0,2419
NM_144624,113,137,8446
NM_144625,1,0,4370
NM_144626,1,0,1786
NM_144628,66,89,4469
NM_144629,2,0,3113
NM_144631,51,53,2158
NM_144632,11,12,3588
NM_144635,35,25,2549
NM_144636,50,76,1604
NM_144638,38,36,983
NM_144641,40,20,2197
NM_144643,19,9,3055
NM_144645,2,2,908
NM_144648,1,0,2700
NM_144650,4,0,1895
NM_144651,7,0,4807
NM_144652,5,15,2673
NM_144653,112,45,6899
NM_144654,20,19,676
NM_144657,6,3,6226
NM_144658,93,32,6638
NM_144659,13,0,2697
NM_144660,60,75,7009
NM_144661,2,4,994
NM_144664,26,14,3951
NM_144665,90,85,9443
NM_144666,7,2,14864
NM_144668,1,4,3771
NM_144669,1,1,2721
NM_144670,1,2,5270
NM_144671,61,45,3168
NM_144677,19,12,4238
NM_144679,128,36,2287
NM_144680,9,9,2773
NM_144683,100,50,1921
NM_144684,3,13,4751
NM_144685,2,0,2486
NM_144689,6,3,2973
NM_144690,4,2,2297
NM_144694,3,3,2287
NM_144695,171,23,4124
NM_144698,1,0,3363
NM_144699,7,1,3847
NM_144703,208,80,2594
NM_144705,4,0,1515
NM_144706,5,7,1408
NM_144707,11,6,3823
NM_144708,1,2,4416
NM_144709,24,4,3810
NM_144710,147,47,3256
NM_144711,124,69,4075
NM_144713,16,4,2009
NM_144716,95,40,1018
NM_144717,1,0,2046
NM_144718,75,40,5448
NM_144719,4,1,2830
NM_144720,9,0,2587
NM_144721,13,59,3578
NM_144722,2,3,2982
NM_144723,86,71,1512
NM_144725,3,0,1356
NM_144726,51,70,3364
NM_144732,731,99,3510
NM_144736,119,44,2211
NM_144765,1,0,1368
NM_144770,15,8,1967
NM_144772,777,291,1121
NM_144775,124,69,8310
NM_144778,36,10,4728
NM_144779,211,37,908
NM_144781,113,80,2079
NM_144949,17,17,4510
NM_144963,55,50,5324
NM_144964,9,2,2295
NM_144965,1,1,2884
NM_144966,2,1,10086
NM_144969,3,0,6043
NM_144970,60,60,4250
NM_144972,26,2,2583
NM_144973,78,37,9391
NM_144974,17,14,2008
NM_144975,13,5,4647
NM_144976,6,12,2948
NM_144977,9,7,2345
NM_144978,31,10,2409
NM_144980,4,1,1839
NM_144981,24,12,804
NM_144982,126,32,7158
NM_144984,11,7,2193
NM_144985,53,20,3439
NM_144987,29,5,731
NM_144988,10,12,1057
NM_144989,114,34,1104
NM_144992,1,0,4747
NM_144994,5,3,2582
NM_144996,49,25,3666
NM_144997,164,98,3686
NM_144998,313,160,742
NM_144999,243,114,2701
NM_145003,25,14,1972
NM_145005,13,7,1950
NM_145008,2,0,1722
NM_145010,1,0,3382
NM_145011,14,5,3736
NM_145012,63,71,4706
NM_145013,7,6,3624
NM_145014,22,12,1812
NM_145016,1,0,1378
NM_145018,61,38,3563
NM_145019,20,12,4902
NM_145020,4,0,1850
NM_145021,63,90,5280
NM_145023,9,0,2191
NM_145025,9,1,2557
NM_145027,3,0,3972
NM_145029,28,2,1034
NM_145030,252,67,930
NM_145032,9,0,3116
NM_145034,315,157,7912
NM_145037,96,112,8594
NM_145038,3,0,2495
NM_145039,71,48,3058
NM_145041,1,3,3311
NM_145043,10,5,2746
NM_145044,8,6,3089
NM_145045,4,5,2162
NM_145047,22,19,1489
NM_145048,8,10,2073
NM_145049,110,24,2392
NM_145052,20,10,2512
NM_145054,1,2,2193
NM_145055,57,45,5465
NM_145056,19,4,2834
NM_145058,40,12,1801
NM_145059,101,36,3907
NM_145060,79,45,2873
NM_145061,101,35,2919
NM_145062,55,25,2211
NM_145063,21,7,1174
NM_145064,4,0,1654
NM_145065,89,26,2744
NM_145068,5,2,6110
NM_145071,8,2,2111
NM_145074,116,59,2259
NM_145080,120,29,1062
NM_145102,29,51,4217
NM_145109,242,13,2318
NM_145111,24,15,2488
NM_145112,107,100,2013
NM_145113,120,80,2141
NM_145114,12,3,937
NM_145115,65,35,4349
NM_145117,26,1,10994
NM_145119,142,78,2880
NM_145159,338,36,5721
NM_145160,87,12,2367
NM_145165,51,43,3613
NM_145166,61,47,5507
NM_145167,141,62,4322
NM_145169,152,39,1094
NM_145170,4,5,3704
NM_145172,13,0,3019
NM_145173,93,57,3398
NM_145174,1,6,2577
NM_145175,2,1,6353
NM_145176,30,36,5599
NM_145177,90,43,2569
NM_145178,1,1,1519
NM_145185,320,131,3477
NM_145197,7,2,1545
NM_145198,9,3,1533
NM_145199,2,3,1291
NM_145200,16,28,4020
NM_145201,210,41,1703
NM_145203,41,10,2405
NM_145204,20,5,1569
NM_145206,53,37,4392
NM_145207,93,47,8140
NM_145212,155,142,4536
NM_145214,409,77,2691
NM_145230,365,177,2741
NM_145231,39,18,2860
NM_145232,150,49,2107
NM_145238,13,20,4218
NM_145239,19,0,2567
NM_145243,68,37,1934
NM_145244,3,9,2634
NM_145245,95,24,3813
NM_145246,62,18,3089
NM_145247,21,18,1503
NM_145249,61,28,715
NM_145251,52,33,4863
NM_145253,173,36,1413
NM_145254,38,22,4886
NM_145255,297,258,1749
NM_145256,2,5,2403
NM_145257,125,50,5121
NM_145259,8,7,8876
NM_145260,4,0,1894
NM_145261,43,31,1453
NM_145262,44,4,3798
NM_145263,29,18,4409
NM_145265,53,21,1420
NM_145266,186,60,948
NM_145267,32,13,525
NM_145269,32,13,1964
NM_145270,12,3,2217
NM_145271,35,21,1827
NM_145272,5,0,1031
NM_145273,1,1,2786
NM_145274,26,29,2065
NM_145276,6,4,2773
NM_145279,4,12,2804
NM_145280,293,71,4748
NM_145282,3,3,1199
NM_145283,7,0,1461
NM_145284,77,51,3470
NM_145285,214,25,2096
NM_145287,10,6,6810
NM_145288,45,2,1586
NM_145290,68,37,4567
NM_145291,8,10,2943
NM_145294,136,29,5541
NM_145295,8,12,2864
NM_145296,61,28,2176
NM_145298,63,26,4690
NM_145301,14,14,1614
NM_145304,3,0,1354
NM_145305,21,6,2544
NM_145306,44,17,1076
NM_145307,61,52,6905
NM_145309,4,30,2645
NM_145312,65,28171,2055
NM_145313,10,37,3238
NM_145315,34,10,2255
NM_145320,20,6,6366
NM_145321,10,6,6351
NM_145322,5,11,6258
NM_145326,9,12,1702
NM_145330,47,44,411
NM_145331,162,90,5167
NM_145332,142,73,5051
NM_145333,148,63,4970
NM_145341,221,55,3698
NM_145343,6,8,3017
NM_145345,95,40,1848
NM_145350,5,3,3448
NM_145637,33,17,2686
NM_145638,60,6,3676
NM_145644,93,37,1499
NM_145647,103,50,3504
NM_145648,108,80,2789
NM_145649,20,4,4521
NM_145654,22,6,1165
NM_145655,11,2,4200
NM_145663,77,50,3076
NM_145685,26,9,3570
NM_145686,148,91,7641
NM_145687,136,118,7085
NM_145689,82,45,2678
NM_145690,290,83,3067
NM_145691,69,29,1552
NM_145693,92,32,5374
NM_145695,1,0,3352
NM_145697,120,31,1989
NM_145698,19,5,3985
NM_145699,27,8,1444
NM_145701,165,102,1927
NM_145702,18,26,2621
NM_145714,216,4,3838
NM_145715,13,3,2085
NM_145716,380,59,3254
NM_145719,11,6,1966
NM_145720,2,5,2472
NM_145725,149,122,7776
NM_145726,137,130,7701
NM_145728,25,12,7354
NM_145729,370,91,927
NM_145730,1014,410,4148
NM_145731,178,51,1337
NM_145733,48,23,2469
NM_145735,138,5,5462
NM_145738,99,17,1303
NM_145739,51,30,6811
NM_145753,45,16,5998
NM_145754,87,37,3266
NM_145755,6,2,4255
NM_145756,11,8,2788
NM_145759,23,21,3976
NM_145764,16,1,910
NM_145791,4,0,980
NM_145792,4,1,902
NM_145793,21,7,9128
NM_145796,268,141,6341
NM_145798,37,20,3656
NM_145799,180,120,4696
NM_145800,184,62,2608
NM_145802,200,44,2563
NM_145803,67,12,8021
NM_145804,63,13,4903
NM_145805,124,36,1880
NM_145806,183,58,1110
NM_145807,1,0,1910
NM_145808,759,393,3884
NM_145810,394,141,2573
NM_145811,1,0,926
NM_145812,301,132,2255
NM_145813,193,103,1406
NM_145858,64,16,1710
NM_145859,79,22,1287
NM_145860,88,18,1193
NM_145861,1838,232,2772
NM_145862,67,37,1771
NM_145863,116,16,2073
NM_145865,7,16,2906
NM_145866,44,40,13741
NM_145867,2,1,667
NM_145868,157,31,2534
NM_145869,149,33,2730
NM_145870,101,23,1335
NM_145871,84,36,1209
NM_145872,1,0,1547
NM_145886,224,74,3008
NM_145887,180,54,2957
NM_145897,234,164,552
NM_145899,552,67,1993
NM_145901,646,95,2160
NM_145902,513,68,2127
NM_145903,181,69,1846
NM_145905,115,57,1849
NM_145910,3,0,2096
NM_145911,9,9,3248
NM_145912,6,6,5604
NM_145914,37,32,1989
NM_145918,164,83,1569
NM_146387,1155,178,1322
NM_146388,1151,231,2404
NM_146421,71,11,1074
NM_147127,1,0,4410
NM_147128,61,19,3460
NM_147129,6,31,4938
NM_147130,1,0,1054
NM_147133,115,70,3588
NM_147134,123,56,3638
NM_147147,27,32,5505
NM_147148,56,10,1372
NM_147150,140,45,7479
NM_147152,60,22,4583
NM_147156,56,21,3753
NM_147157,123,72,1618
NM_147161,14,4,3181
NM_147163,106,31,982
NM_147164,26,14,2052
NM_147172,64,51,1004
NM_147173,95,56,962
NM_147175,221,70,4447
NM_147180,4,0,3387
NM_147184,21,25,1635
NM_147185,82,32,12439
NM_147187,137,130,4065
NM_147188,134,114,3482
NM_147189,36,13,4368
NM_147190,72,68,2654
NM_147191,813,2,1914
NM_147192,22,16,2884
NM_147193,12,1,2816
NM_147195,34,23,3738
NM_147196,6,2,1861
NM_147198,2,0,659
NM_147200,33,20,2458
NM_147202,22,8,3594
NM_147204,27,0,3001
NM_147223,48,55,6951
NM_147233,49,75,6891
NM_147686,47,48,6232
NM_147777,99,23,1681
NM_147780,322,220,3944
NM_147781,285,197,3901
NM_147782,368,149,3870
NM_147783,345,144,3856
NM_148169,181,63,2176
NM_148170,115,36,6135
NM_148172,150,104,1016
NM_148173,181,113,895
NM_148174,198,91,4239
NM_148175,192,50,2852
NM_148176,184,64,2710
NM_148177,8,3,6428
NM_148178,339,142,898
NM_148179,359,106,1102
NM_148414,229,4,4026
NM_148415,236,7,3807
NM_148416,205,4,3784
NM_148672,6,8,3125
NM_148842,182,82,2421
NM_148886,91,39,2441
NM_148887,286,191,1847
NM_148893,72,17,1389
NM_148894,136,38,10542
NM_148898,7,4,6443
NM_148899,5,0,1410
NM_148900,7,6,6419
NM_148902,5,0,1179
NM_148903,31,29,2323
NM_148904,48,27,3595
NM_148905,35,16,3499
NM_148906,46,15,3827
NM_148907,27,23,3472
NM_148908,27,27,3839
NM_148909,24,13,3908
NM_148910,65,11,1219
NM_148911,36,28,2794
NM_148912,101,29,1467
NM_148913,95,11,1446
NM_148918,291,110,2436
NM_148920,240,112,2923
NM_148921,171,77,4664
NM_148923,121,46,838
NM_148955,181,82,8120
NM_148956,218,72,2377
NM_148957,14,10,4492
NM_148959,4,1,1026
NM_148960,1,4,2859
NM_148966,5,1,1511
NM_148967,5,0,1487
NM_148970,5,0,1073
NM_148976,951,208,1471
NM_148977,85,28,6976
NM_148978,25,43,6198
NM_152132,406,106,977
NM_152219,1,2,4041
NM_152221,1211,527,2792
NM_152222,66,31,3441
NM_152226,1,3,2686
NM_152227,285,268,2300
NM_152228,2,0,2559
NM_152230,80,24,6133
NM_152231,57,39,2831
NM_152233,258,95,2975
NM_152236,30,7,2548
NM_152238,64,38,1612
NM_152240,69,39,9113
NM_152243,623,65,2162
NM_152244,60,58,2402
NM_152245,9,5,2934
NM_152246,6,2,2641
NM_152259,111,34,6669
NM_152260,99,23,2116
NM_152261,131,48,3369
NM_152262,2,0,2550
NM_152263,41,301,7099
NM_152264,155,65,2429
NM_152265,156,133,4643
NM_152266,9,15,1604
NM_152267,62,17,3212
NM_152268,100,28,2386
NM_152269,51,33,1692
NM_152271,38,30,3584
NM_152272,104,70,3410
NM_152274,143,91,1288
NM_152275,45,13,4669
NM_152277,70,73,3015
NM_152279,28,13,6210
NM_152280,21,16,5280
NM_152281,8,11,2583
NM_152282,18,39,3455
NM_152283,14,38,4024
NM_152284,16,12,1845
NM_152285,115,50,1598
NM_152287,21,15,4610
NM_152288,66,40,2188
NM_152289,29,55,4540
NM_152292,18,17,3714
NM_152293,84,54,4310
NM_152295,235,71,2866
NM_152296,191,15,3597
NM_152298,941,128,2274
NM_152299,363,201,3345
NM_152305,51,36,3532
NM_152307,146,71,3241
NM_152308,130,26,1451
NM_152309,15,12,4811
NM_152312,30,11,2552
NM_152313,52,38,6024
NM_152316,39,33,2378
NM_152317,18,5,1154
NM_152318,35,19,622
NM_152320,34,30,4542
NM_152326,173,82,1626
NM_152327,14,4,3300
NM_152328,4,7,1755
NM_152329,167,32,1745
NM_152330,22,28,4827
NM_152331,3,0,1632
NM_152332,16,31,5221
NM_152333,128,45,2355
NM_152334,71,23,3294
NM_152335,8,7,2399
NM_152336,2,0,3493
NM_152337,4,0,1628
NM_152339,84,56,2339
NM_152341,255,146,2793
NM_152344,389,338,2484
NM_152345,117,61,3173
NM_152346,137,72,8199
NM_152348,122,29,3821
NM_152349,4,2,1735
NM_152351,1,0,2140
NM_152352,45,34,4244
NM_152353,5,0,974
NM_152355,3,3,4448
NM_152356,8,3,2823
NM_152357,20,20,4181
NM_152359,26,15,2785
NM_152360,15,2,2516
NM_152361,29,17,1335
NM_152362,26,42,3817
NM_152363,2,11,3218
NM_152365,3,1,1803
NM_152367,1,1,3229
NM_152369,1,0,2332
NM_152371,7,4,2775
NM_152372,5,5,5800
NM_152373,12,9,2097
NM_152374,15,8,2934
NM_152375,2,5,5057
NM_152379,54,16,1444
NM_152383,89,12,3502
