name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,length
YLR412W,chrXII,+,948367,949192,948367,949192,1,"948367,","949192,",BER1,825
YLR401C,chrXII,-,922441,924448,922441,924448,1,"922441,","924448,",DUS3,2007
YLR441C,chrXII,-,1018140,1018908,1018140,1018908,1,"1018140,","1018908,",RPS1A,768
YLR442C,chrXII,-,1019314,1022251,1019314,1022251,1,"1019314,","1022251,",SIR3,2937
YLR423C,chrXII,-,971916,973170,971916,973170,1,"971916,","973170,",ATG17,1254
YLR433C,chrXII,-,1004346,1006008,1004346,1006008,1,"1004346,","1006008,",CNA1,1662
YLR444C,chrXII,-,1023685,1023988,1023685,1023988,1,"1023685,","1023988,",YLR444C,303
YLR437C,chrXII,-,1011621,1012023,1011621,1012023,1,"1011621,","1012023,",DIF1,402
YLR440C,chrXII,-,1015567,1017697,1015567,1017697,1,"1015567,","1017697,",SEC39,2130
YLR428C,chrXII,-,990616,990961,990616,990961,1,"990616,","990961,",YLR428C,345
YLR405W,chrXII,+,929788,930892,929788,930892,1,"929788,","930892,",DUS4,1104
YLR419W,chrXII,+,958427,962735,958427,962735,1,"958427,","962735,",YLR419W,4308
YLR430W,chrXII,+,993433,1000129,993433,1000129,1,"993433,","1000129,",SEN1,6696
YLR411W,chrXII,+,947252,947978,947252,947978,1,"947252,","947978,",CTR3,726
YLR426W,chrXII,+,987061,988113,987061,988113,2,"987061,987212,","987141,988113,",TDA5,981
YLR417W,chrXII,+,955009,956710,955009,956710,1,"955009,","956710,",VPS36,1701
YLR427W,chrXII,+,988427,990440,988427,990440,1,"988427,","990440,",MAG2,2013
YLR467C-A,chrXII,-,1077049,1077532,1077049,1077532,1,"1077049,","1077532,",YLR467C-A,483
YLR465C,chrXII,-,1067044,1067353,1067044,1067353,1,"1067044,","1067353,",BSC3,309
YLR466W,chrXII,+,1067086,1071235,1067086,1071235,1,"1067086,","1071235,",YRF1-4,4149
YLR461W,chrXII,+,1062918,1063281,1062918,1063281,1,"1062918,","1063281,",PAU4,363
YLR464W,chrXII,+,1066571,1067501,1066571,1067501,2,"1066571,1067363,","1067084,1067501,",YLR464W,651
YLR457C,chrXII,-,1055811,1056771,1055811,1056771,1,"1055811,","1056771,",NBP1,960
YLR460C,chrXII,-,1059756,1060887,1059756,1060887,1,"1059756,","1060887,",YLR460C,1131
YLR467W,chrXII,+,1072507,1077898,1072507,1077898,1,"1072507,","1077898,",YRF1-5,5391
YLR458W,chrXII,+,1056454,1056835,1056454,1056835,1,"1056454,","1056835,",YLR458W,381
YLR459W,chrXII,+,1057333,1058518,1057333,1058518,1,"1057333,","1058518,",GAB1,1185
YLR463C,chrXII,-,1066264,1066816,1066264,1066816,1,"1066264,","1066816,",YLR463C,552
YLR455W,chrXII,+,1053628,1054543,1053628,1054543,1,"1053628,","1054543,",PDP3,915
YLR466C-B,chrXII,-,1071593,1071710,1071593,1071710,1,"1071593,","1071710,",YLR466C-B,117
YLR456W,chrXII,+,1055069,1055684,1055069,1055684,1,"1055069,","1055684,",YLR456W,615
YLR462W,chrXII,+,1065955,1066564,1065955,1066564,1,"1065955,","1066564,",YLR462W,609
YLR466C-A,chrXII,-,1070386,1070869,1070386,1070869,1,"1070386,","1070869,",YLR466C-A,483
YNL054W-B,chrXIV,+,519455,524706,519455,524706,2,"519455,520761,","520760,524706,",YNL054W-B_CDS,5250
YNL124W,chrXIV,+,392891,394370,392891,394370,1,"392891,","394370,",NAF1,1479
YNL201C,chrXIV,-,260626,263203,260626,263203,1,"260626,","263203,",PSY2,2577
YNL271C,chrXIV,-,129521,135383,129521,135383,1,"129521,","135383,",BNI1,5862
YNR016C,chrXIV,-,654672,661374,654672,661374,1,"654672,","661374,",ACC1,6702
YNL312W,chrXIV,+,48286,49216,48286,49216,2,"48286,48401,","48293,49216,",RFA2,822
YNL273W,chrXIV,+,122882,126599,122882,126599,1,"122882,","126599,",TOF1,3717
YNL295W,chrXIV,+,76945,78520,76945,78520,1,"76945,","78520,",YNL295W,1575
YNL308C,chrXIV,-,54121,55897,54121,55897,1,"54121,","55897,",KRI1,1776
YNL288W,chrXIV,+,90302,91424,90302,91424,1,"90302,","91424,",CAF40,1122
YNL332W,chrXIV,+,14831,15854,14831,15854,1,"14831,","15854,",THI12,1023
YNL310C,chrXIV,-,51906,52431,51906,52431,1,"51906,","52431,",ZIM17,525
YNL303W,chrXIV,+,61509,61857,61509,61857,1,"61509,","61857,",YNL303W,348
YNL281W,chrXIV,+,108466,108928,108466,108928,1,"108466,","108928,",HCH1,462
YNL307C,chrXIV,-,56445,57573,56445,57573,1,"56445,","57573,",MCK1,1128
YNL325C,chrXIV,-,28738,31378,28738,31378,1,"28738,","31378,",FIG4,2640
YNL277W,chrXIV,+,117348,118809,117348,118809,1,"117348,","118809,",MET2,1461
YNL285W,chrXIV,+,96172,96544,96172,96544,1,"96172,","96544,",YNL285W,372
YNL292W,chrXIV,+,82805,84017,82805,84017,1,"82805,","84017,",PUS4,1212
YNL317W,chrXIV,+,40618,42016,40618,42016,1,"40618,","42016,",PFS2,1398
YNL328C,chrXIV,-,22833,23274,22833,23274,1,"22833,","23274,",MDJ2,441
YNL277W-A,chrXIV,+,116678,116867,116678,116867,1,"116678,","116867,",YNL277W-A,189
YNL335W,chrXIV,+,11451,12129,11451,12129,1,"11451,","12129,",DDI3,678
YNL321W,chrXIV,+,34695,37422,34695,37422,1,"34695,","37422,",VNX1,2727
YNL313C,chrXIV,-,45307,48022,45307,48022,1,"45307,","48022,",EMW1,2715
YNL300W,chrXIV,+,65743,66052,65743,66052,1,"65743,","66052,",TOS6,309
YNL283C,chrXIV,-,105183,106695,105183,106695,1,"105183,","106695,",WSC2,1512
YNL326C,chrXIV,-,27336,28347,27336,28347,1,"27336,","28347,",PFA3,1011
YNL298W,chrXIV,+,68914,71443,68914,71443,1,"68914,","71443,",CLA4,2529
YNL274C,chrXIV,-,121117,122170,121117,122170,1,"121117,","122170,",GOR1,1053
YNL280C,chrXIV,-,109094,110411,109094,110411,1,"109094,","110411,",ERG24,1317
YNL296W,chrXIV,+,76272,76587,76272,76587,1,"76272,","76587,",YNL296W,315
YNL331C,chrXIV,-,16117,17248,16117,17248,1,"16117,","17248,",AAD14,1131
YNL309W,chrXIV,+,52661,53924,52661,53924,1,"52661,","53924,",STB1,1263
YNL327W,chrXIV,+,24047,27173,24047,27173,1,"24047,","27173,",EGT2,3126
YNL329C,chrXIV,-,19540,22633,19540,22633,1,"19540,","22633,",PEX6,3093
YNL293W,chrXIV,+,80639,82541,80639,82541,1,"80639,","82541,",MSB3,1902
YNL334C,chrXIV,-,12207,12876,12207,12876,1,"12207,","12876,",SNO2,669
YNL278W,chrXIV,+,113270,116453,113270,116453,1,"113270,","116453,",CAF120,3183
YNL322C,chrXIV,-,33293,34235,33293,34235,1,"33293,","34235,",KRE1,942
YNL316C,chrXIV,-,42070,43075,42070,43075,1,"42070,","43075,",PHA2,1005
YNL284C,chrXIV,-,103133,104102,103133,104102,1,"103133,","104102,",MRPL10,969
YNL304W,chrXIV,+,60296,61550,60296,61550,1,"60296,","61550,",YPT11,1254
YNL319W,chrXIV,+,38641,39082,38641,39082,1,"38641,","39082,",YNL319W,441
YNL284C-A,chrXIV,-,100909,102232,100909,102232,1,"100909,","102232,",YNL284C-A_CDS,1323
YNL284C-B,chrXIV,-,96963,102232,96963,102232,2,"96963,100927,","100926,102232,",YNL284C-B_CDS,5268
YNL339W-B,chrXIV,+,733,1216,733,1216,1,"733,","1216,",YNL339W-B,483
YNL339W-A,chrXIV,+,1516,2092,1516,2092,1,"1516,","2092,",YNL339W-A,576
YNL318C,chrXIV,-,38706,40329,38706,40329,1,"38706,","40329,",HXT14,1623
YNL301C,chrXIV,-,63569,64562,63569,64562,2,"63569,64450,","64018,64562,",RPL18B,561
YNL297C,chrXIV,-,71672,76583,71672,76583,1,"71672,","76583,",MON2,4911
YNL339C,chrXIV,-,370,6098,370,6098,2,"370,6079,","5931,6098,",YRF1-6,5580
YNL287W,chrXIV,+,91993,94801,91993,94801,1,"91993,","94801,",SEC21,2808
YNL290W,chrXIV,+,86217,87240,86217,87240,1,"86217,","87240,",RFC3,1023
YNL330C,chrXIV,-,18000,19302,18000,19302,1,"18000,","19302,",RPD3,1302
YNL315C,chrXIV,-,43323,44280,43323,44280,1,"43323,","44280,",ATP11,957
YNL272C,chrXIV,-,126804,129084,126804,129084,1,"126804,","129084,",SEC2,2280
YNL275W,chrXIV,+,119267,120998,119267,120998,1,"119267,","120998,",BOR1,1731
YNL337W,chrXIV,+,7164,7419,7164,7419,1,"7164,","7419,",YNL337W,255
YNL299W,chrXIV,+,66516,68445,66516,68445,1,"66516,","68445,",TRF5,1929
YNL311C,chrXIV,-,49396,51688,49396,51688,1,"49396,","51688,",SKP2,2292
YNL305C,chrXIV,-,58897,59791,58897,59791,1,"58897,","59791,",BXI1,894
YNL282W,chrXIV,+,107686,108274,107686,108274,1,"107686,","108274,",POP3,588
YNL302C,chrXIV,-,61957,62943,61957,62943,2,"61957,62923,","62372,62943,",RPS19B,435
YNL279W,chrXIV,+,110916,112902,110916,112902,1,"110916,","112902,",PRM1,1986
YNL276C,chrXIV,-,118430,118826,118430,118826,1,"118430,","118826,",YNL276C,396
YNL324W,chrXIV,+,31049,31445,31049,31445,1,"31049,","31445,",YNL324W,396
YNL294C,chrXIV,-,78658,80260,78658,80260,1,"78658,","80260,",RIM21,1602
YNL323W,chrXIV,+,31943,33188,31943,33188,1,"31943,","33188,",LEM3,1245
YNL289W,chrXIV,+,87896,88736,87896,88736,1,"87896,","88736,",PCL1,840
YNL306W,chrXIV,+,58154,58808,58154,58808,1,"58154,","58808,",MRPS18,654
YNL333W,chrXIV,+,13266,14163,13266,14163,1,"13266,","14163,",SNZ2,897
YNL314W,chrXIV,+,44446,45214,44446,45214,1,"44446,","45214,",DAL82,768
YNL336W,chrXIV,+,8329,9475,8329,9475,1,"8329,","9475,",COS1,1146
YNL320W,chrXIV,+,37699,38554,37699,38554,1,"37699,","38554,",YNL320W,855
YNL286W,chrXIV,+,95222,96080,95222,96080,1,"95222,","96080,",CUS2,858
YNL338W,chrXIV,+,6560,6719,6560,6719,1,"6560,","6719,",YNL338W,159
YNL291C,chrXIV,-,84168,85815,84168,85815,1,"84168,","85815,",MID1,1647
YNL203C,chrXIV,-,259438,260050,259438,260050,1,"259438,","260050,",YNL203C,612
YNL213C,chrXIV,-,246459,247104,246459,247104,1,"246459,","247104,",RRG9,645
YNL228W,chrXIV,+,220644,221421,220644,221421,1,"220644,","221421,",YNL228W,777
YNL232W,chrXIV,+,214922,215801,214922,215801,1,"214922,","215801,",CSL4,879
YNL204C,chrXIV,-,258374,259277,258374,259277,1,"258374,","259277,",SPS18,903
YNL249C,chrXIV,-,179393,181022,179393,181022,1,"179393,","181022,",MPA43,1629
YNL239W,chrXIV,+,200568,201933,200568,201933,1,"200568,","201933,",LAP3,1365
YNL255C,chrXIV,-,167328,167790,167328,167790,1,"167328,","167790,",GIS2,462
YNL225C,chrXIV,-,222723,224469,222723,224469,1,"222723,","224469,",CNM67,1746
YNL240C,chrXIV,-,198501,199977,198501,199977,1,"198501,","199977,",NAR1,1476
YNL242W,chrXIV,+,191323,196102,191323,196102,1,"191323,","196102,",ATG2,4779
YNL237W,chrXIV,+,205187,206567,205187,206567,1,"205187,","206567,",YTP1,1380
YNL207W,chrXIV,+,255352,256630,255352,256630,1,"255352,","256630,",RIO2,1278
YNL217W,chrXIV,+,240330,241311,240330,241311,1,"240330,","241311,",YNL217W,981
YNL208W,chrXIV,+,254417,255017,254417,255017,1,"254417,","255017,",YNL208W,600
YNL267W,chrXIV,+,140877,144078,140877,144078,1,"140877,","144078,",PIK1,3201
YNL245C,chrXIV,-,186345,186885,186345,186885,1,"186345,","186885,",CWC25,540
YNL235C,chrXIV,-,209547,209979,209547,209979,1,"209547,","209979,",YNL235C,432
YNL251C,chrXIV,-,172587,174315,172587,174315,1,"172587,","174315,",NRD1,1728
YNL233W,chrXIV,+,211921,214600,211921,214600,1,"211921,","214600,",BNI4,2679
YNL270C,chrXIV,-,135939,137661,135939,137661,1,"135939,","137661,",ALP1,1722
YNL268W,chrXIV,+,138549,140385,138549,140385,1,"138549,","140385,",LYP1,1836
YNL220W,chrXIV,+,234412,235714,234412,235714,1,"234412,","235714,",ADE12,1302
YNL210W,chrXIV,+,250930,251743,250930,251743,1,"250930,","251743,",MER1,813
YNL241C,chrXIV,-,196425,197943,196425,197943,1,"196425,","197943,",ZWF1,1518
YNL202W,chrXIV,+,259577,260456,259577,260456,1,"259577,","260456,",SPS19,879
YNL214W,chrXIV,+,245616,246216,245616,246216,1,"245616,","246216,",PEX17,600
YNL266W,chrXIV,+,144244,144664,144244,144664,1,"144244,","144664,",YNL266W,420
YNL248C,chrXIV,-,181360,182608,181360,182608,1,"181360,","182608,",RPA49,1248
YNL224C,chrXIV,-,224795,227099,224795,227099,1,"224795,","227099,",SQS1,2304
YNL256W,chrXIV,+,164622,167097,164622,167097,1,"164622,","167097,",FOL1,2475
YNL211C,chrXIV,-,250054,250315,250054,250315,1,"250054,","250315,",YNL211C,261
YNL234W,chrXIV,+,210232,211513,210232,211513,1,"210232,","211513,",YNL234W,1281
YNL206C,chrXIV,-,256787,258155,256787,258155,1,"256787,","258155,",RTT106,1368
YNL218W,chrXIV,+,238237,240001,238237,240001,1,"238237,","240001,",MGS1,1764
YNL262W,chrXIV,+,148211,154880,148211,154880,1,"148211,","154880,",POL2,6669
YNL223W,chrXIV,+,227369,228854,227369,228854,1,"227369,","228854,",ATG4,1485
YNL244C,chrXIV,-,187169,187496,187169,187496,1,"187169,","187496,",SUI1,327
YNL252C,chrXIV,-,171440,172286,171440,172286,1,"171440,","172286,",MRPL17,846
YNL215W,chrXIV,+,244467,245430,244467,245430,1,"244467,","245430,",IES2,963
YNL265C,chrXIV,-,144279,145281,144279,145281,2,"144279,145254,","145149,145281,",IST1,897
YNL257C,chrXIV,-,160630,164320,160630,164320,1,"160630,","164320,",SIP3,3690
YNL247W,chrXIV,+,182874,185178,182874,185178,1,"182874,","185178,",YNL247W,2304
YNL227C,chrXIV,-,220658,222431,220658,222431,1,"220658,","222431,",JJJ1,1773
YNL230C,chrXIV,-,217522,218662,217522,218662,1,"217522,","218662,",ELA1,1140
YNL229C,chrXIV,-,219136,220201,219136,220201,1,"219136,","220201,",URE2,1065
YNL205C,chrXIV,-,258154,258577,258154,258577,1,"258154,","258577,",YNL205C,423
YNL219C,chrXIV,-,235995,237663,235995,237663,1,"235995,","237663,",ALG9,1668
YNL258C,chrXIV,-,158108,160373,158108,160373,1,"158108,","160373,",DSL1,2265
YNL261W,chrXIV,+,155099,156539,155099,156539,1,"155099,","156539,",ORC5,1440
YNL243W,chrXIV,+,188050,190957,188050,190957,1,"188050,","190957,",SLA2,2907
YNL253W,chrXIV,+,170017,171286,170017,171286,1,"170017,","171286,",TEX1,1269
YNL212W,chrXIV,+,247460,249809,247460,249809,1,"247460,","249809,",VID27,2349
YNL231C,chrXIV,-,215986,217042,215986,217042,1,"215986,","217042,",PDR16,1056
YNL264C,chrXIV,-,145562,146615,145562,146615,1,"145562,","146615,",PDR17,1053
YNL209W,chrXIV,+,252058,253900,252058,253900,1,"252058,","253900,",SSB2,1842
YNL263C,chrXIV,-,146895,147840,146895,147840,1,"146895,","147840,",YIF1,945
YNL222W,chrXIV,+,229093,229714,229093,229714,1,"229093,","229714,",SSU72,621
YNL238W,chrXIV,+,202427,204872,202427,204872,1,"202427,","204872,",KEX2,2445
YNL254C,chrXIV,-,168042,169248,168042,169248,1,"168042,","169248,",RTC4,1206
YNL236W,chrXIV,+,206929,209854,206929,209854,1,"206929,","209854,",SIN4,2925
YNL216W,chrXIV,+,241688,244172,241688,244172,1,"241688,","244172,",RAP1,2484
YNL269W,chrXIV,+,137698,138094,137698,138094,1,"137698,","138094,",BSC4,396
YNL259C,chrXIV,-,157643,157865,157643,157865,1,"157643,","157865,",ATX1,222
YNL260C,chrXIV,-,156858,157455,156858,157455,1,"156858,","157455,",LTO1,597
YNL221C,chrXIV,-,231067,233695,231067,233695,1,"231067,","233695,",POP1,2628
YNL250W,chrXIV,+,175409,179348,175409,179348,1,"175409,","179348,",RAD50,3939
YNL226W,chrXIV,+,222238,222649,222238,222649,1,"222238,","222649,",YNL226W,411
YNL246W,chrXIV,+,185459,186349,185459,186349,2,"185459,185586,","185491,186349,",VPS75,795
YNL168C,chrXIV,-,318029,318809,318029,318809,1,"318029,","318809,",FMP41,780
YNL152W,chrXIV,+,346312,347542,346312,347542,1,"346312,","347542,",INN1,1230
YNL170W,chrXIV,+,315977,316373,315977,316373,1,"315977,","316373,",YNL170W,396
YNL163C,chrXIV,-,326740,330073,326740,330073,1,"326740,","330073,",RIA1,3333
YNL182C,chrXIV,-,295959,297627,295959,297627,1,"295959,","297627,",IPI3,1668
YNL189W,chrXIV,+,284259,285888,284259,285888,1,"284259,","285888,",SRP1,1629
YNL195C,chrXIV,-,271522,272308,271522,272308,1,"271522,","272308,",YNL195C,786
YNL162W-A,chrXIV,+,330328,330547,330328,330547,1,"330328,","330547,",YNL162W-A,219
YNL145W,chrXIV,+,352413,352530,352413,352530,1,"352413,","352530,",MFA2,117
YNL127W,chrXIV,+,383986,386848,383986,386848,1,"383986,","386848,",FAR11,2862
YNL177C,chrXIV,-,303685,304615,303685,304615,1,"303685,","304615,",MRPL22,930
YNL186W,chrXIV,+,289497,291876,289497,291876,1,"289497,","291876,",UBP10,2379
YNL190W,chrXIV,+,282394,283009,282394,283009,1,"282394,","283009,",YNL190W,615
YNL187W,chrXIV,+,287993,289067,287993,289067,1,"287993,","289067,",SWT21,1074
YNL130C,chrXIV,-,379557,380831,379557,380831,2,"379557,380781,","380689,380831,",CPT1,1182
YNL148C,chrXIV,-,349906,350671,349906,350671,1,"349906,","350671,",ALF1,765
YNL199C,chrXIV,-,264925,266530,264925,266530,1,"264925,","266530,",GCR2,1605
YNL155W,chrXIV,+,342515,343340,342515,343340,1,"342515,","343340,",CUZ1,825
YNL139C,chrXIV,-,360923,365717,360923,365717,1,"360923,","365717,",THO2,4794
YNL141W,chrXIV,+,359595,360639,359595,360639,1,"359595,","360639,",AAH1,1044
YNL173C,chrXIV,-,308956,310057,308956,310057,1,"308956,","310057,",MDG1,1101
YNL160W,chrXIV,+,336544,337609,336544,337609,1,"336544,","337609,",YGP1,1065
YNL194C,chrXIV,-,272709,273615,272709,273615,1,"272709,","273615,",YNL194C,906
YNL134C,chrXIV,-,372450,373581,372450,373581,1,"372450,","373581,",YNL134C,1131
YNL146W,chrXIV,+,351714,352017,351714,352017,1,"351714,","352017,",YNL146W,303
YNL169C,chrXIV,-,316168,317671,316168,317671,1,"316168,","317671,",PSD1,1503
YNL128W,chrXIV,+,382358,383663,382358,383663,1,"382358,","383663,",TEP1,1305
YNL151C,chrXIV,-,347765,348521,347765,348521,1,"347765,","348521,",RPC31,756
YNL183C,chrXIV,-,293136,295509,293136,295509,1,"293136,","295509,",NPR1,2373
YNL193W,chrXIV,+,274367,276044,274367,276044,1,"274367,","276044,",YNL193W,1677
YNL166C,chrXIV,-,322218,323565,322218,323565,1,"322218,","323565,",BNI5,1347
YNL149C,chrXIV,-,349366,349756,349366,349756,1,"349366,","349756,",PGA2,390
YNL198C,chrXIV,-,266513,266816,266513,266816,1,"266513,","266816,",YNL198C,303
YNL138W,chrXIV,+,366740,368321,366740,368321,1,"366740,","368321,",SRV2,1581
YNL154C,chrXIV,-,343635,345276,343635,345276,1,"343635,","345276,",YCK2,1641
YNL176C,chrXIV,-,305069,306980,305069,306980,1,"305069,","306980,",TDA7,1911
YNL164C,chrXIV,-,325264,326320,325264,326320,1,"325264,","326320,",IBD2,1056
YNL178W,chrXIV,+,302679,303402,302679,303402,1,"302679,","303402,",RPS3,723
YNL179C,chrXIV,-,300665,301103,300665,301103,1,"300665,","301103,",YNL179C,438
YNL130C-A,chrXIV,-,381244,381391,381244,381391,1,"381244,","381391,",DGR1,147
YNL180C,chrXIV,-,299653,300649,299653,300649,1,"299653,","300649,",RHO5,996
YNL158W,chrXIV,+,339611,340208,339611,340208,1,"339611,","340208,",PGA1,597
YNL197C,chrXIV,-,267607,269593,267607,269593,1,"267607,","269593,",WHI3,1986
YNL133C,chrXIV,-,374170,374692,374170,374692,1,"374170,","374692,",FYV6,522
YNL159C,chrXIV,-,338477,339347,338477,339347,1,"338477,","339347,",ASI2,870
YNL144W-A,chrXIV,+,353060,353144,353060,353144,1,"353060,","353144,",YNL144W-A,84
YNL161W,chrXIV,+,332596,334867,332596,334867,1,"332596,","334867,",CBK1,2271
YNL150W,chrXIV,+,349250,349658,349250,349658,1,"349250,","349658,",YNL150W,408
YNL129W,chrXIV,+,381479,382202,381479,382202,1,"381479,","382202,",NRK1,723
YNL144C,chrXIV,-,352819,355042,352819,355042,1,"352819,","355042,",YNL144C,2223
YNL175C,chrXIV,-,307400,308612,307400,308612,1,"307400,","308612,",NOP13,1212
YNL184C,chrXIV,-,292556,292883,292556,292883,1,"292556,","292883,",YNL184C,327
YNL192W,chrXIV,+,276501,279897,276501,279897,1,"276501,","279897,",CHS1,3396
YNL172W,chrXIV,+,310635,315882,310635,315882,1,"310635,","315882,",APC1,5247
YNL157W,chrXIV,+,340351,340858,340351,340858,1,"340351,","340858,",IGO1,507
YNL135C,chrXIV,-,371881,372226,371881,372226,1,"371881,","372226,",FPR1,345
YNL137C,chrXIV,-,368594,370055,368594,370055,1,"368594,","370055,",NAM9,1461
YNL147W,chrXIV,+,350939,351383,350939,351383,2,"350939,351053,","350957,351383,",LSM7,348
YNL171C,chrXIV,-,315628,315997,315628,315997,1,"315628,","315997,",YNL171C,369
YNL165W,chrXIV,+,323831,325052,323831,325052,1,"323831,","325052,",YNL165W,1221
YNL162W,chrXIV,+,331321,332154,331321,332154,2,"331321,331837,","331325,332154,",RPL42A,321
YNL125C,chrXIV,-,390145,392167,390145,392167,1,"390145,","392167,",ESBP6,2022
YNL142W,chrXIV,+,357452,358952,357452,358952,1,"357452,","358952,",MEP2,1500
YNL146C-A,chrXIV,-,351385,351580,351385,351580,1,"351385,","351580,",YNL146C-A,195
YNL188W,chrXIV,+,286307,287609,286307,287609,1,"286307,","287609,",KAR1,1302
YNL196C,chrXIV,-,270274,271171,270274,271171,1,"270274,","271171,",SLZ1,897
YNL167C,chrXIV,-,319415,321359,319415,321359,1,"319415,","321359,",SKO1,1944
YNL132W,chrXIV,+,375320,378491,375320,378491,1,"375320,","378491,",KRE33,3171
YNL153C,chrXIV,-,345668,346058,345668,346058,1,"345668,","346058,",GIM3,390
YNL143C,chrXIV,-,356793,357186,356793,357186,1,"356793,","357186,",YNL143C,393
YNL174W,chrXIV,+,308073,308646,308073,308646,1,"308073,","308646,",YNL174W,573
YNL181W,chrXIV,+,298334,299558,298334,299558,1,"298334,","299558,",YNL181W,1224
YNL138W-A,chrXIV,+,366032,366412,366032,366412,2,"366032,366157,","366035,366412,",YSF3,258
YNL136W,chrXIV,+,370367,371645,370367,371645,1,"370367,","371645,",EAF7,1278
YNL156C,chrXIV,-,341068,341968,341068,341968,1,"341068,","341968,",NSG2,900
YNL140C,chrXIV,-,360916,361486,360916,361486,1,"360916,","361486,",YNL140C,570
YNL200C,chrXIV,-,263712,264453,263712,264453,1,"263712,","264453,",YNL200C,741
YNL126W,chrXIV,+,387226,389767,387226,389767,1,"387226,","389767,",SPC98,2541
YNL185C,chrXIV,-,292192,292669,292192,292669,1,"292192,","292669,",MRPL19,477
YNL191W,chrXIV,+,280431,281505,280431,281505,1,"280431,","281505,",DUG3,1074
YNL131W,chrXIV,+,378766,379225,378766,379225,1,"378766,","379225,",TOM22,459
YNL097C,chrXIV,-,441365,442358,441365,442358,1,"441365,","442358,",PHO23,993
YNL103W,chrXIV,+,427734,429753,427734,429753,1,"427734,","429753,",MET4,2019
YNL113W,chrXIV,+,412770,413199,412770,413199,1,"412770,","413199,",RPC19,429
YNL072W,chrXIV,+,490316,491240,490316,491240,1,"490316,","491240,",RNH201,924
YNL064C,chrXIV,-,505867,507097,505867,507097,1,"505867,","507097,",YDJ1,1230
YNL122C,chrXIV,-,398022,398370,398022,398370,1,"398022,","398370,",YNL122C,348
YNL114C,chrXIV,-,412683,413055,412683,413055,1,"412683,","413055,",YNL114C,372
YNL093W,chrXIV,+,449867,450530,449867,450530,1,"449867,","450530,",YPT53,663
YNL117W,chrXIV,+,406357,408022,406357,408022,1,"406357,","408022,",MLS1,1665
YNL107W,chrXIV,+,420097,420778,420097,420778,1,"420097,","420778,",YAF9,681
YNL067W,chrXIV,+,499680,500256,499680,500256,1,"499680,","500256,",RPL9B,576
YNL077W,chrXIV,+,481390,482977,481390,482977,1,"481390,","482977,",APJ1,1587
YNL069C,chrXIV,-,493955,495001,493955,495001,2,"493955,494973,","494524,495001,",RPL16B,597
YNL080C,chrXIV,-,476931,478032,476931,478032,1,"476931,","478032,",EOS1,1101
YNL078W,chrXIV,+,479767,480991,479767,480991,1,"479767,","480991,",NIS1,1224
YNL109W,chrXIV,+,418963,419509,418963,419509,1,"418963,","419509,",YNL109W,546
YNL079C,chrXIV,-,478565,479165,478565,479165,1,"478565,","479165,",TPM1,600
YNL100W,chrXIV,+,437612,438317,437612,438317,1,"437612,","438317,",MIC27,705
YNL073W,chrXIV,+,488385,490116,488385,490116,1,"488385,","490116,",MSK1,1731
YNL123W,chrXIV,+,394684,397678,394684,397678,1,"394684,","397678,",NMA111,2994
YNL063W,chrXIV,+,507757,508702,507757,508702,1,"507757,","508702,",MTQ1,945
YNL055C,chrXIV,-,517993,518845,517993,518845,1,"517993,","518845,",POR1,852
YNL084C,chrXIV,-,470052,471102,470052,471102,1,"470052,","471102,",END3,1050
YNL119W,chrXIV,+,401039,402521,401039,402521,1,"401039,","402521,",NCS2,1482
YNL094W,chrXIV,+,447610,449374,447610,449374,1,"447610,","449374,",APP1,1764
YNL074C,chrXIV,-,486765,488124,486765,488124,1,"486765,","488124,",MLF3,1359
YNL104C,chrXIV,-,424894,426754,424894,426754,1,"424894,","426754,",LEU4,1860
YNL112W,chrXIV,+,413638,416281,413638,416281,2,"413638,415913,","414911,416281,",DBP2,1641
YNL068C,chrXIV,-,495700,498289,495700,498289,1,"495700,","498289,",FKH2,2589
YNL083W,chrXIV,+,471376,472861,471376,472861,1,"471376,","472861,",SAL1,1485
YNL056W,chrXIV,+,517248,517842,517248,517842,1,"517248,","517842,",OCA2,594
YNL054W-A,chrXIV,+,519455,520778,519455,520778,1,"519455,","520778,",YNL054W-A_CDS,1323
YNL101W,chrXIV,+,434998,437140,434998,437140,1,"434998,","437140,",AVT4,2142
YNL090W,chrXIV,+,456564,457143,456564,457143,1,"456564,","457143,",RHO2,579
YNL116W,chrXIV,+,408340,409909,408340,409909,1,"408340,","409909,",DMA2,1569
YNL066W,chrXIV,+,501156,502777,501514,502777,1,"501514,","502777,",SUN4,1263
YNL070W,chrXIV,+,493365,493548,493365,493548,1,"493365,","493548,",TOM7,183
YNL087W,chrXIV,+,462410,465947,462410,465947,1,"462410,","465947,",TCB2,3537
YNL089C,chrXIV,-,456692,457169,456692,457169,1,"456692,","457169,",YNL089C,477
YNL095C,chrXIV,-,444911,446840,444911,446840,1,"444911,","446840,",YNL095C,1929
YNL105W,chrXIV,+,424154,424583,424154,424583,1,"424154,","424583,",RRT16,429
YNL111C,chrXIV,-,416939,417302,416939,417302,1,"416939,","417302,",CYB5,363
YNL075W,chrXIV,+,485606,486479,485606,486479,1,"485606,","486479,",IMP4,873
YNL058C,chrXIV,-,515762,516713,515762,516713,1,"515762,","516713,",YNL058C,951
